age,sex,education,occupation,hours_per_week,capital_gain,income
36,Male,Some-college,Sales,40,162,>50K
18,Female,HS-grad,Sales,34,633,<=50K
34,Female,HS-grad,Other-service,34,1387,<=50K
50,Female,Bachelors,Craft-repair,19,228,<=50K
65,Male,HS-grad,Other-service,42,86,<=50K
49,Female,Masters,Craft-repair,22,374,<=50K
46,Female,Masters,Prof-specialty,27,867,>50K
35,Female,Doctorate,Other-service,28,2221,>50K
52,Male,Bachelors,Exec-managerial,48,1137,>50K
31,Female,Some-college,Prof-specialty,30,1151,>50K
42,Male,Masters,Other-service,53,212,>50K
35,Male,Bachelors,Exec-managerial,48,3066,>50K
19,Male,Some-college,Craft-repair,58,364,>50K
39,Female,Bachelors,Exec-managerial,22,90,<=50K
20,Female,Bachelors,Other-service,40,461,<=50K
32,Male,Bachelors,Prof-specialty,32,2191,>50K
44,Male,Bachelors,Other-service,43,288,<=50K
51,Male,Masters,Prof-specialty,39,551,>50K
48,Male,Masters,Prof-specialty,53,390,>50K
33,Male,Some-college,Craft-repair,51,1387,>50K
35,Female,Bachelors,Prof-specialty,21,572,<=50K
39,Female,Some-college,Exec-managerial,17,378,<=50K
44,Female,Some-college,Craft-repair,29,861,>50K
33,Male,Bachelors,Exec-managerial,43,3408,>50K
36,Male,Bachelors,Other-service,42,279,>50K
64,Male,Masters,Other-service,39,37,>50K
26,Female,HS-grad,Other-service,56,38,>50K
52,Female,Doctorate,Exec-managerial,35,3312,>50K
18,Male,Bachelors,Other-service,45,327,>50K
29,Female,HS-grad,Craft-repair,48,1676,<=50K
51,Male,HS-grad,Craft-repair,50,384,<=50K
51,Male,HS-grad,Sales,52,1187,>50K
27,Female,HS-grad,Other-service,36,178,>50K
18,Male,Bachelors,Other-service,41,203,<=50K
55,Male,Bachelors,Sales,24,351,<=50K
33,Male,Masters,Prof-specialty,59,111,>50K
47,Female,Some-college,Exec-managerial,41,459,>50K
49,Female,HS-grad,Craft-repair,34,208,>50K
22,Male,Bachelors,Prof-specialty,60,2412,>50K
51,Male,Masters,Craft-repair,50,4,>50K
31,Male,Bachelors,Other-service,51,365,>50K
22,Male,HS-grad,Craft-repair,51,638,<=50K
47,Male,Some-college,Other-service,64,475,>50K
23,Male,Bachelors,Craft-repair,42,1367,>50K
22,Male,Some-college,Other-service,50,571,<=50K
34,Male,Bachelors,Exec-managerial,53,9001,>50K
63,Female,HS-grad,Craft-repair,31,327,<=50K
33,Male,Some-college,Sales,54,489,>50K
39,Male,Some-college,Prof-specialty,61,1720,>50K
25,Male,HS-grad,Other-service,36,1210,<=50K
65,Male,Bachelors,Other-service,42,35,>50K
54,Male,Some-college,Other-service,58,1763,>50K
40,Male,Masters,Prof-specialty,36,452,>50K
40,Female,Some-college,Other-service,23,1618,<=50K
56,Male,Bachelors,Sales,46,1104,>50K
22,Female,Bachelors,Prof-specialty,35,856,<=50K
24,Female,Some-college,Prof-specialty,42,38,>50K
41,Male,Masters,Prof-specialty,54,39,>50K
36,Male,Some-college,Prof-specialty,49,4117,>50K
43,Male,Masters,Exec-managerial,32,2963,>50K
34,Male,HS-grad,Prof-specialty,39,1786,>50K
51,Female,HS-grad,Prof-specialty,27,863,<=50K
29,Male,Bachelors,Craft-repair,55,78,<=50K
27,Female,Some-college,Other-service,26,618,<=50K
26,Male,Some-college,Prof-specialty,54,2349,<=50K
36,Male,Masters,Other-service,47,199,>50K
50,Female,HS-grad,Prof-specialty,34,324,>50K
27,Male,Bachelors,Exec-managerial,36,1649,<=50K
52,Male,HS-grad,Prof-specialty,52,217,<=50K
34,Male,Some-college,Craft-repair,58,491,>50K
51,Female,Masters,Prof-specialty,17,4069,>50K
32,Male,Some-college,Prof-specialty,40,799,>50K
56,Male,HS-grad,Prof-specialty,52,63,>50K
49,Male,HS-grad,Other-service,59,2870,<=50K
39,Male,Masters,Prof-specialty,54,2030,>50K
29,Male,Bachelors,Other-service,37,33,<=50K
49,Male,Some-college,Other-service,49,369,<=50K
44,Male,Masters,Prof-specialty,49,424,>50K
21,Male,HS-grad,Sales,43,278,<=50K
31,Male,HS-grad,Exec-managerial,53,71,>50K
28,Male,HS-grad,Other-service,57,265,>50K
35,Male,Masters,Exec-managerial,49,2792,>50K
18,Female,HS-grad,Craft-repair,37,326,<=50K
31,Male,HS-grad,Craft-repair,56,54,<=50K
30,Male,HS-grad,Exec-managerial,58,63,>50K
39,Male,Some-college,Prof-specialty,32,85,<=50K
55,Female,Some-college,Other-service,41,34,<=50K
35,Male,Some-college,Other-service,49,794,<=50K
22,Female,HS-grad,Other-service,23,891,<=50K
36,Female,Masters,Exec-managerial,38,221,<=50K
28,Male,Bachelors,Craft-repair,51,1743,>50K
19,Female,HS-grad,Prof-specialty,19,2144,<=50K
35,Female,HS-grad,Other-service,40,92,<=50K
18,Female,Bachelors,Exec-managerial,36,923,<=50K
25,Female,HS-grad,Sales,34,754,<=50K
47,Male,Bachelors,Prof-specialty,43,84,<=50K
41,Male,Bachelors,Other-service,55,697,<=50K
34,Male,Doctorate,Other-service,43,184,>50K
34,Female,HS-grad,Other-service,37,307,<=50K
39,Male,Some-college,Prof-specialty,45,7354,>50K
35,Female,HS-grad,Exec-managerial,39,268,<=50K
40,Male,HS-grad,Other-service,40,481,<=50K
19,Female,Some-college,Craft-repair,39,845,<=50K
28,Male,Masters,Other-service,55,6626,>50K
24,Male,Doctorate,Other-service,45,1212,>50K
58,Female,Some-college,Other-service,24,391,<=50K
53,Male,Some-college,Exec-managerial,48,1369,>50K
45,Male,Bachelors,Craft-repair,54,218,>50K
31,Male,Bachelors,Exec-managerial,45,6171,>50K
36,Female,Bachelors,Other-service,22,399,<=50K
30,Female,Bachelors,Sales,46,881,<=50K
36,Male,Bachelors,Prof-specialty,43,2740,>50K
25,Male,Some-college,Other-service,48,79,<=50K
38,Male,Some-college,Prof-specialty,47,2812,>50K
23,Male,Bachelors,Craft-repair,40,1255,>50K
23,Male,Masters,Prof-specialty,55,1809,>50K
18,Female,Bachelors,Other-service,39,323,>50K
18,Male,Some-college,Craft-repair,42,22,>50K
36,Male,HS-grad,Craft-repair,52,211,<=50K
45,Female,Masters,Prof-specialty,26,1350,>50K
33,Male,Bachelors,Other-service,57,1611,<=50K
30,Male,Some-college,Other-service,41,309,>50K
38,Female,Masters,Other-service,39,901,<=50K
43,Female,Some-college,Craft-repair,20,123,<=50K
44,Male,Some-college,Craft-repair,41,602,<=50K
44,Male,HS-grad,Craft-repair,52,547,>50K
32,Male,Some-college,Other-service,50,294,>50K
38,Male,HS-grad,Exec-managerial,58,685,<=50K
47,Female,Masters,Other-service,41,233,>50K
44,Male,Masters,Other-service,34,2697,>50K
25,Male,Bachelors,Other-service,43,36,>50K
31,Male,HS-grad,Other-service,39,274,<=50K
46,Male,Some-college,Other-service,45,503,>50K
29,Female,HS-grad,Prof-specialty,35,5340,<=50K
31,Female,Masters,Exec-managerial,24,675,<=50K
42,Female,Bachelors,Craft-repair,33,279,<=50K
47,Female,Bachelors,Exec-managerial,36,2219,<=50K
28,Male,Masters,Craft-repair,45,875,>50K
56,Male,Bachelors,Other-service,46,73,>50K
19,Male,HS-grad,Other-service,36,413,<=50K
27,Male,HS-grad,Prof-specialty,44,372,<=50K
59,Male,HS-grad,Other-service,49,6,>50K
35,Female,Bachelors,Prof-specialty,33,17,<=50K
47,Male,Some-college,Exec-managerial,48,914,<=50K
42,Female,HS-grad,Other-service,50,1339,>50K
40,Male,Bachelors,Other-service,55,8357,>50K
60,Female,Bachelors,Exec-managerial,35,3842,>50K
59,Male,Some-college,Prof-specialty,34,170,>50K
31,Male,Doctorate,Other-service,40,285,>50K
41,Male,Bachelors,Other-service,36,3344,>50K
27,Male,HS-grad,Prof-specialty,42,3718,>50K
60,Male,Doctorate,Other-service,46,105,>50K
34,Male,HS-grad,Sales,41,314,>50K
26,Female,Bachelors,Other-service,37,371,<=50K
43,Female,HS-grad,Other-service,41,244,>50K
55,Male,Bachelors,Craft-repair,49,257,<=50K
34,Female,Bachelors,Other-service,30,440,<=50K
18,Male,Bachelors,Craft-repair,52,117,<=50K
48,Male,Some-college,Other-service,41,708,>50K
33,Male,Some-college,Sales,49,224,>50K
24,Male,HS-grad,Exec-managerial,37,1562,>50K
30,Male,HS-grad,Craft-repair,49,526,<=50K
31,Male,Bachelors,Prof-specialty,45,136,<=50K
18,Male,Some-college,Craft-repair,52,1367,>50K
36,Female,Doctorate,Other-service,33,244,<=50K
33,Female,Bachelors,Prof-specialty,38,1991,>50K
36,Male,Some-college,Prof-specialty,34,2344,>50K
60,Female,Bachelors,Prof-specialty,37,1346,>50K
56,Male,HS-grad,Craft-repair,52,1911,<=50K
44,Male,Masters,Exec-managerial,40,238,>50K
51,Male,Bachelors,Sales,52,518,>50K
25,Male,HS-grad,Exec-managerial,56,1276,<=50K
28,Male,Some-college,Exec-managerial,59,2439,>50K
42,Male,Bachelors,Other-service,54,637,>50K
46,Male,Some-college,Exec-managerial,38,1096,>50K
36,Female,Some-college,Other-service,24,587,>50K
22,Female,Some-college,Craft-repair,23,45,<=50K
25,Female,Some-college,Sales,40,117,<=50K
50,Female,HS-grad,Other-service,24,939,<=50K
41,Female,Masters,Exec-managerial,19,2013,<=50K
33,Male,Some-college,Prof-specialty,38,184,<=50K
32,Female,Some-college,Exec-managerial,34,2566,>50K
30,Male,Some-college,Other-service,32,176,<=50K
50,Male,Masters,Prof-specialty,57,355,>50K
48,Male,Bachelors,Craft-repair,48,546,>50K
18,Male,Masters,Craft-repair,55,278,<=50K
37,Male,HS-grad,Other-service,57,258,>50K
42,Female,Some-college,Other-service,31,184,<=50K
28,Male,HS-grad,Other-service,48,243,<=50K
21,Male,Bachelors,Sales,47,468,<=50K
40,Male,Some-college,Prof-specialty,40,162,>50K
47,Female,HS-grad,Craft-repair,46,16,<=50K
33,Female,Masters,Other-service,45,181,<=50K
42,Male,Doctorate,Craft-repair,43,698,>50K
43,Male,Some-college,Exec-managerial,39,1667,>50K
32,Male,Bachelors,Craft-repair,34,2,<=50K
39,Female,HS-grad,Other-service,37,166,>50K
25,Male,HS-grad,Prof-specialty,42,5643,>50K
46,Male,Masters,Other-service,31,77,<=50K
48,Male,HS-grad,Prof-specialty,56,100,>50K
27,Female,Some-college,Other-service,44,740,>50K
47,Female,HS-grad,Other-service,39,119,<=50K
22,Male,HS-grad,Exec-managerial,57,1442,>50K
49,Male,Bachelors,Other-service,44,1704,<=50K
36,Male,Some-college,Other-service,31,132,>50K
37,Female,HS-grad,Other-service,36,259,<=50K
29,Male,Some-college,Craft-repair,37,7,<=50K
40,Male,HS-grad,Other-service,40,930,<=50K
32,Male,Doctorate,Craft-repair,32,1510,>50K
30,Female,Bachelors,Other-service,27,525,<=50K
49,Male,Bachelors,Other-service,47,1040,>50K
58,Male,Masters,Other-service,43,893,>50K
53,Male,HS-grad,Other-service,45,490,>50K
34,Female,Doctorate,Craft-repair,34,67,>50K
57,Male,Some-college,Exec-managerial,55,17,>50K
29,Male,Bachelors,Other-service,51,595,<=50K
18,Male,Masters,Prof-specialty,56,1727,>50K
23,Male,HS-grad,Other-service,26,308,>50K
54,Female,Masters,Sales,23,233,<=50K
38,Male,Bachelors,Exec-managerial,58,5390,>50K
18,Male,Some-college,Exec-managerial,38,1061,>50K
46,Female,HS-grad,Craft-repair,24,913,<=50K
62,Female,Some-college,Craft-repair,24,23,<=50K
55,Male,Masters,Prof-specialty,43,6315,>50K
22,Female,Some-college,Other-service,41,315,<=50K
35,Male,Some-college,Other-service,29,1246,<=50K
51,Male,Masters,Other-service,54,443,>50K
27,Female,Some-college,Other-service,25,304,<=50K
43,Male,Bachelors,Other-service,57,302,>50K
46,Female,Some-college,Other-service,19,26,<=50K
21,Male,Masters,Prof-specialty,51,1989,>50K
55,Female,Some-college,Other-service,44,113,>50K
29,Male,Masters,Other-service,47,380,>50K
48,Male,Some-college,Exec-managerial,56,6595,>50K
32,Male,HS-grad,Sales,61,457,<=50K
52,Female,Some-college,Other-service,33,193,<=50K
48,Male,Some-college,Other-service,42,68,<=50K
57,Female,Bachelors,Craft-repair,28,169,>50K
40,Male,Some-college,Prof-specialty,52,1225,>50K
53,Male,Bachelors,Other-service,43,399,<=50K
19,Male,Masters,Other-service,36,1245,>50K
32,Male,Some-college,Sales,54,1778,>50K
18,Male,HS-grad,Sales,35,308,<=50K
33,Male,HS-grad,Sales,41,254,<=50K
65,Female,Bachelors,Craft-repair,39,755,>50K
32,Male,Bachelors,Other-service,62,100,>50K
47,Male,Some-college,Other-service,45,258,>50K
44,Male,Some-college,Other-service,35,211,>50K
58,Male,HS-grad,Craft-repair,51,392,>50K
29,Male,Masters,Other-service,46,667,>50K
29,Male,HS-grad,Exec-managerial,42,1395,>50K
44,Female,Bachelors,Sales,32,523,<=50K
39,Male,HS-grad,Other-service,42,768,>50K
34,Male,Masters,Sales,55,70,<=50K
31,Male,Some-college,Other-service,44,705,>50K
37,Female,Some-college,Craft-repair,40,119,<=50K
30,Male,Masters,Sales,38,340,<=50K
22,Male,Bachelors,Other-service,51,454,>50K
43,Male,Some-college,Other-service,53,213,>50K
38,Male,Some-college,Craft-repair,52,53,>50K
51,Male,Doctorate,Prof-specialty,43,1760,>50K
63,Male,HS-grad,Sales,51,252,>50K
31,Female,HS-grad,Sales,38,271,>50K
59,Male,Bachelors,Prof-specialty,36,1138,>50K
45,Female,Some-college,Craft-repair,41,1014,>50K
47,Male,Some-college,Craft-repair,43,924,>50K
52,Male,HS-grad,Prof-specialty,33,940,>50K
35,Male,Bachelors,Other-service,27,315,<=50K
23,Male,Bachelors,Other-service,37,462,<=50K
21,Male,Bachelors,Other-service,51,165,>50K
42,Male,HS-grad,Prof-specialty,41,811,<=50K
30,Male,Bachelors,Prof-specialty,45,2856,>50K
18,Female,Bachelors,Craft-repair,32,260,<=50K
40,Male,Bachelors,Other-service,53,1949,>50K
35,Female,Bachelors,Other-service,21,484,<=50K
39,Male,Bachelors,Other-service,42,1060,>50K
50,Male,HS-grad,Prof-specialty,55,2310,>50K
36,Female,Bachelors,Other-service,30,396,<=50K
33,Male,HS-grad,Prof-specialty,36,2912,>50K
32,Male,Bachelors,Other-service,35,1831,>50K
42,Female,Masters,Other-service,25,1347,<=50K
30,Female,Masters,Prof-specialty,28,3582,>50K
44,Male,Masters,Sales,41,4835,<=50K
49,Male,Some-college,Other-service,40,204,>50K
38,Female,Bachelors,Exec-managerial,23,5972,<=50K
18,Male,Bachelors,Prof-specialty,46,823,<=50K
45,Female,Bachelors,Craft-repair,39,744,<=50K
36,Female,Bachelors,Exec-managerial,27,2671,>50K
43,Male,Some-college,Other-service,45,826,>50K
46,Male,Masters,Other-service,31,227,>50K
65,Male,Masters,Prof-specialty,56,1640,>50K
37,Female,HS-grad,Other-service,13,335,<=50K
37,Male,HS-grad,Sales,39,98,<=50K
19,Male,Some-college,Sales,43,816,<=50K
29,Female,Bachelors,Other-service,41,399,<=50K
48,Male,Some-college,Exec-managerial,39,1264,>50K
55,Female,Some-college,Other-service,48,910,<=50K
38,Male,Bachelors,Craft-repair,47,116,>50K
55,Male,Masters,Other-service,41,303,>50K
48,Male,HS-grad,Craft-repair,48,976,>50K
18,Female,Masters,Exec-managerial,32,989,>50K
45,Female,HS-grad,Other-service,32,228,<=50K
38,Female,Bachelors,Exec-managerial,36,3861,>50K
32,Male,Bachelors,Prof-specialty,41,2115,<=50K
43,Male,Bachelors,Other-service,40,873,<=50K
33,Male,HS-grad,Other-service,45,312,<=50K
22,Female,Some-college,Other-service,53,830,<=50K
18,Male,Bachelors,Other-service,49,1228,>50K
38,Male,HS-grad,Other-service,48,748,<=50K
34,Male,Masters,Sales,48,1773,>50K
37,Male,Bachelors,Other-service,62,145,<=50K
65,Male,Bachelors,Craft-repair,50,264,>50K
18,Male,Masters,Craft-repair,45,657,>50K
39,Male,Bachelors,Prof-specialty,40,742,>50K
48,Male,Some-college,Sales,58,314,>50K
30,Female,HS-grad,Other-service,33,32,<=50K
32,Male,Some-college,Prof-specialty,51,173,>50K
40,Male,Bachelors,Craft-repair,39,464,<=50K
18,Male,Some-college,Craft-repair,43,310,>50K
46,Male,Bachelors,Prof-specialty,58,179,>50K
46,Female,HS-grad,Other-service,36,654,<=50K
43,Male,Masters,Other-service,53,107,>50K
35,Male,Some-college,Prof-specialty,33,688,<=50K
42,Male,HS-grad,Other-service,53,622,>50K
40,Male,HS-grad,Craft-repair,40,510,<=50K
46,Female,HS-grad,Other-service,31,82,>50K
37,Male,HS-grad,Prof-specialty,43,1087,<=50K
40,Male,Some-college,Sales,49,238,<=50K
37,Male,HS-grad,Sales,41,975,>50K
33,Female,Bachelors,Craft-repair,23,19,<=50K
21,Male,Some-college,Sales,54,116,<=50K
30,Male,HS-grad,Other-service,42,253,<=50K
53,Male,Bachelors,Craft-repair,33,264,>50K
32,Male,Some-college,Craft-repair,68,2588,>50K
51,Male,Some-college,Sales,42,762,<=50K
36,Female,Bachelors,Other-service,17,133,>50K
47,Male,Some-college,Prof-specialty,41,2919,>50K
25,Male,Bachelors,Exec-managerial,47,7789,>50K
32,Male,Bachelors,Other-service,47,440,>50K
48,Female,Bachelors,Craft-repair,30,199,<=50K
31,Female,Some-college,Other-service,43,103,<=50K
34,Male,HS-grad,Sales,56,481,<=50K
36,Male,Bachelors,Other-service,33,169,<=50K
42,Male,Some-college,Other-service,48,480,>50K
23,Male,Bachelors,Sales,45,399,<=50K
18,Female,Bachelors,Prof-specialty,35,765,>50K
43,Male,Some-college,Prof-specialty,50,650,>50K
60,Male,Masters,Other-service,37,254,>50K
34,Male,HS-grad,Sales,40,940,>50K
38,Male,HS-grad,Prof-specialty,53,1664,>50K
38,Male,Masters,Craft-repair,46,739,>50K
21,Male,Some-college,Craft-repair,39,5070,<=50K
18,Male,Doctorate,Other-service,64,207,>50K
27,Female,Some-college,Other-service,28,2025,>50K
41,Male,Bachelors,Other-service,35,1037,>50K
52,Male,HS-grad,Other-service,47,451,>50K
27,Male,Bachelors,Prof-specialty,31,502,>50K
29,Male,Some-college,Sales,33,359,<=50K
45,Female,HS-grad,Exec-managerial,43,3764,<=50K
